,종목명,단축코드,확장코드,기초자산코드
64,신한지주   F 202310,118TA000,KR4118TA0001,A055550
65,신한지주   F 202311,118TB000,KR4118TB0000,A055550
66,신한지주   F 202312,118TC000,KR4118TC0009,A055550
67,신한지주   F 202403,118V3000,KR4118V30009,A055550
68,신한지주   F 202406,118V6000,KR4118V60006,A055550
69,신한지주   F 202412,118VC000,KR4118VC0005,A055550
70,신한지주   F 202506,118W6000,KR4118W60004,A055550
71,신한지주   F 202512,118WC000,KR4118WC0004,A055550
72,기아       F 202309,119T9000,KR4119T90005,A000270
73,기아       F 202310,119TA000,KR4119TA0000,A000270
74,기아       F 202311,119TB000,KR4119TB0009,A000270
75,기아       F 202312,119TC000,KR4119TC0008,A000270
76,기아       F 202403,119V3000,KR4119V30007,A000270
77,기아       F 202406,119V6000,KR4119V60004,A000270
78,기아       F 202412,119VC000,KR4119VC0004,A000270
79,기아       F 202506,119W6000,KR4119W60002,A000270
80,기아       F 202512,119WC000,KR4119WC0003,A000270
81,현대모비스 F 202309,120T9000,KR4120T90003,A012330
82,현대모비스 F 202310,120TA000,KR4120TA0007,A012330
83,현대모비스 F 202311,120TB000,KR4120TB0006,A012330
84,현대모비스 F 202312,120TC000,KR4120TC0005,A012330
85,현대모비스 F 202403,120V3000,KR4120V30005,A012330
86,현대모비스 F 202406,120V6000,KR4120V60002,A012330
87,현대모비스 F 202412,120VC000,KR4120VC0001,A012330
88,현대모비스 F 202506,120W6000,KR4120W60000,A012330
89,현대모비스 F 202512,120WC000,KR4120WC0000,A012330
90,삼성SDI    F 202309,122T9000,KR4122T90009,A006400
91,삼성SDI    F 202310,122TA000,KR4122TA0005,A006400
92,삼성SDI    F 202311,122TB000,KR4122TB0004,A006400
93,삼성SDI    F 202312,122TC000,KR4122TC0003,A006400
94,삼성SDI    F 202403,122V3000,KR4122V30001,A006400
95,삼성SDI    F 202406,122V6000,KR4122V60008,A006400
96,삼성SDI    F 202412,122VC000,KR4122VC0009,A006400
97,삼성SDI    F 202506,122W6000,KR4122W60006,A006400
98,삼성SDI    F 202512,122WC000,KR4122WC0008,A006400
99,삼성전기   F 202309,123T9000,KR4123T90007,A009150
100,삼성전기   F 202310,123TA000,KR4123TA0004,A009150
101,삼성전기   F 202311,123TB000,KR4123TB0003,A009150
102,삼성전기   F 202312,123TC000,KR4123TC0002,A009150
103,삼성전기   F 202403,123V3000,KR4123V30009,A009150
104,삼성전기   F 202406,123V6000,KR4123V60006,A009150
105,삼성전기   F 202412,123VC000,KR4123VC0008,A009150
106,삼성전기   F 202506,123W6000,KR4123W60004,A009150
107,삼성전기   F 202512,123WC000,KR4123WC0007,A009150
108,LG전자     F 202309,124T9000,KR4124T90005,A066570
109,LG전자     F 202310,124TA000,KR4124TA0003,A066570
110,LG전자     F 202311,124TB000,KR4124TB0002,A066570
111,LG전자     F 202312,124TC000,KR4124TC0001,A066570
112,LG전자     F 202403,124V3000,KR4124V30007,A066570
113,LG전자     F 202406,124V6000,KR4124V60004,A066570
114,LG전자     F 202412,124VC000,KR4124VC0007,A066570
115,LG전자     F 202506,124W6000,KR4124W60002,A066570
116,LG전자     F 202512,124WC000,KR4124WC0006,A066570
117,한국가스   F 202309,128T9000,KR4128T90006,A036460
118,한국가스   F 202310,128TA000,KR4128TA0009,A036460
119,한국가스   F 202311,128TB000,KR4128TB0008,A036460
120,한국가스   F 202312,128TC000,KR4128TC0007,A036460
121,한국가스   F 202403,128V3000,KR4128V30008,A036460
122,한국가스   F 202406,128V6000,KR4128V60005,A036460
123,한국가스   F 202412,128VC000,KR4128VC0003,A036460
124,한국가스   F 202506,128W6000,KR4128W60003,A036460
125,한국가스   F 202512,128WC000,KR4128WC0002,A036460
126,현대제철   F 202309,132T9000,KR4132T90008,A004020
127,현대제철   F 202310,132TA000,KR4132TA0003,A004020
128,현대제철   F 202311,132TB000,KR4132TB0002,A004020
129,현대제철   F 202312,132TC000,KR4132TC0001,A004020
130,현대제철   F 202403,132V3000,KR4132V30000,A004020
131,현대제철   F 202406,132V6000,KR4132V60007,A004020
132,현대제철   F 202412,132VC000,KR4132VC0007,A004020
133,현대제철   F 202506,132W6000,KR4132W60005,A004020
134,현대제철   F 202512,132WC000,KR4132WC0006,A004020
135,LG         F 202309,134T9000,KR4134T90004,A003550
136,LG         F 202310,134TA000,KR4134TA0001,A003550
137,LG         F 202311,134TB000,KR4134TB0000,A003550
138,LG         F 202312,134TC000,KR4134TC0009,A003550
139,LG         F 202403,134V3000,KR4134V30006,A003550
140,LG         F 202406,134V6000,KR4134V60003,A003550
141,LG         F 202412,134VC000,KR4134VC0005,A003550
142,LG         F 202506,134W6000,KR4134W60001,A003550
143,LG         F 202512,134WC000,KR4134WC0004,A003550
144,GS         F 202309,135T9000,KR4135T90001,A078930
145,GS         F 202310,135TA000,KR4135TA0000,A078930
146,GS         F 202311,135TB000,KR4135TB0009,A078930
147,GS         F 202312,135TC000,KR4135TC0008,A078930
148,GS         F 202403,135V3000,KR4135V30003,A078930
149,GS         F 202406,135V6000,KR4135V60000,A078930
150,GS         F 202412,135VC000,KR4135VC0004,A078930
151,GS         F 202506,135W6000,KR4135W60008,A078930
152,GS         F 202512,135WC000,KR4135WC0003,A078930
153,케이티앤지 F 202309,136T9000,KR4136T90009,A033780
154,케이티앤지 F 202310,136TA000,KR4136TA0009,A033780
155,케이티앤지 F 202311,136TB000,KR4136TB0008,A033780
156,케이티앤지 F 202312,136TC000,KR4136TC0007,A033780
157,케이티앤지 F 202403,136V3000,KR4136V30001,A033780
158,케이티앤지 F 202406,136V6000,KR4136V60008,A033780
159,케이티앤지 F 202412,136VC000,KR4136VC0003,A033780
160,케이티앤지 F 202506,136W6000,KR4136W60006,A033780
161,케이티앤지 F 202512,136WC000,KR4136WC0002,A033780
162,HD한국조선 F 202309,139T9000,KR4139T90003,A009540
163,HD한국조선 F 202310,139TA000,KR4139TA0006,A009540
164,HD한국조선 F 202311,139TB000,KR4139TB0005,A009540
165,HD한국조선 F 202312,139TC000,KR4139TC0004,A009540
166,HD한국조선 F 202403,139V3000,KR4139V30005,A009540
167,HD한국조선 F 202406,139V6000,KR4139V60002,A009540
168,HD한국조선 F 202412,139VC000,KR4139VC0000,A009540
169,HD한국조선 F 202506,139W6000,KR4139W60000,A009540
170,HD한국조선 F 202512,139WC000,KR4139WC0009,A009540
171,하나지주   F 202309,140T9000,KR4140T90001,A086790
172,하나지주   F 202310,140TA000,KR4140TA0003,A086790
173,하나지주   F 202311,140TB000,KR4140TB0002,A086790
174,하나지주   F 202312,140TC000,KR4140TC0001,A086790
175,하나지주   F 202403,140V3000,KR4140V30003,A086790
176,하나지주   F 202406,140V6000,KR4140V60000,A086790
177,하나지주   F 202412,140VC000,KR4140VC0007,A086790
178,하나지주   F 202506,140W6000,KR4140W60008,A086790
179,하나지주   F 202512,140WC000,KR4140WC0006,A086790
180,SK이노베이 F 202309,141T9000,KR4141T90009,A096770
181,SK이노베이 F 202310,141TA000,KR4141TA0002,A096770
182,SK이노베이 F 202311,141TB000,KR4141TB0001,A096770
183,SK이노베이 F 202312,141TC000,KR4141TC0000,A096770
184,SK이노베이 F 202403,141V3000,KR4141V30001,A096770
185,SK이노베이 F 202406,141V6000,KR4141V60008,A096770
186,SK이노베이 F 202412,141VC000,KR4141VC0006,A096770
187,SK이노베이 F 202506,141W6000,KR4141W60006,A096770
188,SK이노베이 F 202512,141WC000,KR4141WC0005,A096770
189,CJ         F 202309,142T9000,KR4142T90007,A001040
190,CJ         F 202310,142TA000,KR4142TA0001,A001040
191,CJ         F 202311,142TB000,KR4142TB0000,A001040
192,CJ         F 202312,142TC000,KR4142TC0009,A001040
193,CJ         F 202403,142V3000,KR4142V30009,A001040
194,CJ         F 202406,142V6000,KR4142V60006,A001040
195,CJ         F 202412,142VC000,KR4142VC0005,A001040
196,CJ         F 202506,142W6000,KR4142W60004,A001040
197,CJ         F 202512,142WC000,KR4142WC0004,A001040
198,LGD        F 202309,145T9000,KR4145T90000,A034220
199,LGD        F 202310,145TA000,KR4145TA0008,A034220
200,LGD        F 202311,145TB000,KR4145TB0007,A034220
201,LGD        F 202312,145TC000,KR4145TC0006,A034220
202,LGD        F 202403,145V3000,KR4145V30002,A034220
203,LGD        F 202406,145V6000,KR4145V60009,A034220
204,LGD        F 202412,145VC000,KR4145VC0002,A034220
205,LGD        F 202506,145W6000,KR4145W60007,A034220
206,LGD        F 202512,145WC000,KR4145WC0001,A034220
207,KB금융     F 202309,146T9000,KR4146T90008,A105560
208,KB금융     F 202310,146TA000,KR4146TA0007,A105560
209,KB금융     F 202311,146TB000,KR4146TB0006,A105560
210,KB금융     F 202312,146TC000,KR4146TC0005,A105560
211,KB금융     F 202403,146V3000,KR4146V30000,A105560
212,KB금융     F 202406,146V6000,KR4146V60007,A105560
213,KB금융     F 202412,146VC000,KR4146VC0001,A105560
214,KB금융     F 202506,146W6000,KR4146W60005,A105560
215,KB금융     F 202512,146WC000,KR4146WC0000,A105560
216,LG화학     F 202309,147T9000,KR4147T90006,A051910
217,LG화학     F 202310,147TA000,KR4147TA0006,A051910
218,LG화학     F 202311,147TB000,KR4147TB0005,A051910
219,LG화학     F 202312,147TC000,KR4147TC0004,A051910
220,LG화학     F 202403,147V3000,KR4147V30008,A051910
221,LG화학     F 202406,147V6000,KR4147V60005,A051910
222,LG화학     F 202412,147VC000,KR4147VC0000,A051910
223,LG화학     F 202506,147W6000,KR4147W60003,A051910
224,LG화학     F 202512,147WC000,KR4147WC0009,A051910
225,미래에셋증 F 202309,148T9000,KR4148T90004,A006800
226,미래에셋증 F 202310,148TA000,KR4148TA0005,A006800
227,미래에셋증 F 202311,148TB000,KR4148TB0004,A006800
228,미래에셋증 F 202312,148TC000,KR4148TC0003,A006800
229,미래에셋증 F 202403,148V3000,KR4148V30006,A006800
230,미래에셋증 F 202406,148V6000,KR4148V60003,A006800
231,미래에셋증 F 202412,148VC000,KR4148VC0009,A006800
232,미래에셋증 F 202506,148W6000,KR4148W60001,A006800
233,미래에셋증 F 202512,148WC000,KR4148WC0008,A006800
234,HD현대인프 F 202309,149T9000,KR4149T90002,A042670
235,HD현대인프 F 202310,149TA000,KR4149TA0004,A042670
236,HD현대인프 F 202311,149TB000,KR4149TB0003,A042670
237,HD현대인프 F 202312,149TC000,KR4149TC0002,A042670
238,HD현대인프 F 202403,149V3000,KR4149V30004,A042670
239,HD현대인프 F 202406,149V6000,KR4149V60001,A042670
240,HD현대인프 F 202412,149VC000,KR4149VC0008,A042670
241,HD현대인프 F 202506,149W6000,KR4149W60009,A042670
242,HD현대인프 F 202512,149WC000,KR4149WC0007,A042670
243,SK하이닉스 F 202309,150T9000,KR4150T90000,A000660
244,SK하이닉스 F 202310,150TA000,KR4150TA0000,A000660
245,SK하이닉스 F 202311,150TB000,KR4150TB0009,A000660
246,SK하이닉스 F 202312,150TC000,KR4150TC0008,A000660
247,SK하이닉스 F 202403,150V3000,KR4150V30002,A000660
248,SK하이닉스 F 202406,150V6000,KR4150V60009,A000660
249,SK하이닉스 F 202412,150VC000,KR4150VC0004,A000660
250,SK하이닉스 F 202506,150W6000,KR4150W60007,A000660
251,SK하이닉스 F 202512,150WC000,KR4150WC0003,A000660
252,GS건설     F 202309,151T9000,KR4151T90008,A006360
253,GS건설     F 202310,151TA000,KR4151TA0009,A006360
254,GS건설     F 202311,151TB000,KR4151TB0008,A006360
255,GS건설     F 202312,151TC000,KR4151TC0007,A006360
256,GS건설     F 202403,151V3000,KR4151V30000,A006360
257,GS건설     F 202406,151V6000,KR4151V60007,A006360
258,GS건설     F 202412,151VC000,KR4151VC0003,A006360
259,GS건설     F 202506,151W6000,KR4151W60005,A006360
260,GS건설     F 202512,151WC000,KR4151WC0002,A006360
261,이마트     F 202309,154T9000,KR4154T90002,A139480
262,이마트     F 202310,154TA000,KR4154TA0006,A139480
263,이마트     F 202311,154TB000,KR4154TB0005,A139480
264,이마트     F 202312,154TC000,KR4154TC0004,A139480
265,이마트     F 202403,154V3000,KR4154V30004,A139480
266,이마트     F 202406,154V6000,KR4154V60001,A139480
267,이마트     F 202412,154VC000,KR4154VC0000,A139480
268,이마트     F 202506,154W6000,KR4154W60009,A139480
269,이마트     F 202512,154WC000,KR4154WC0009,A139480
270,한국타이어 F 202309,155T9000,KR4155T90009,A161390
271,한국타이어 F 202310,155TA000,KR4155TA0005,A161390
272,한국타이어 F 202311,155TB000,KR4155TB0004,A161390
273,한국타이어 F 202312,155TC000,KR4155TC0003,A161390
274,한국타이어 F 202403,155V3000,KR4155V30001,A161390
275,한국타이어 F 202406,155V6000,KR4155V60008,A161390
276,한국타이어 F 202412,155VC000,KR4155VC0009,A161390
277,한국타이어 F 202506,155W6000,KR4155W60006,A161390
278,한국타이어 F 202512,155WC000,KR4155WC0008,A161390
279,NAVER      F 202309,156T9000,KR4156T90007,A035420
280,NAVER      F 202310,156TA000,KR4156TA0004,A035420
281,NAVER      F 202311,156TB000,KR4156TB0003,A035420
282,NAVER      F 202312,156TC000,KR4156TC0002,A035420
283,NAVER      F 202403,156V3000,KR4156V30009,A035420
284,NAVER      F 202406,156V6000,KR4156V60006,A035420
285,NAVER      F 202412,156VC000,KR4156VC0008,A035420
286,NAVER      F 202506,156W6000,KR4156W60004,A035420
287,NAVER      F 202512,156WC000,KR4156WC0007,A035420
288,대한항공   F 202309,157T9000,KR4157T90005,A003490
289,대한항공   F 202310,157TA000,KR4157TA0003,A003490
290,대한항공   F 202311,157TB000,KR4157TB0002,A003490
291,대한항공   F 202312,157TC000,KR4157TC0001,A003490
292,대한항공   F 202403,157V3000,KR4157V30007,A003490
293,대한항공   F 202406,157V6000,KR4157V60004,A003490
294,대한항공   F 202412,157VC000,KR4157VC0007,A003490
295,대한항공   F 202506,157W6000,KR4157W60002,A003490
296,대한항공   F 202512,157WC000,KR4157WC0006,A003490
297,LG유플러스 F 202309,1B0T9000,KR41B0T90003,A032640
298,LG유플러스 F 202310,1B0TA000,KR41B0TA0007,A032640
299,LG유플러스 F 202311,1B0TB000,KR41B0TB0006,A032640
300,LG유플러스 F 202312,1B0TC000,KR41B0TC0005,A032640
301,LG유플러스 F 202403,1B0V3000,KR41B0V30005,A032640
302,LG유플러스 F 202406,1B0V6000,KR41B0V60002,A032640
303,LG유플러스 F 202412,1B0VC000,KR41B0VC0001,A032640
304,LG유플러스 F 202506,1B0W6000,KR41B0W60000,A032640
305,LG유플러스 F 202512,1B0WC000,KR41B0WC0000,A032640
306,S-Oil      F 202309,1B2T9000,KR41B2T90009,A010950
307,S-Oil      F 202310,1B2TA000,KR41B2TA0005,A010950
308,S-Oil      F 202311,1B2TB000,KR41B2TB0004,A010950
309,S-Oil      F 202312,1B2TC000,KR41B2TC0003,A010950
310,S-Oil      F 202403,1B2V3000,KR41B2V30001,A010950
311,S-Oil      F 202406,1B2V6000,KR41B2V60008,A010950
312,S-Oil      F 202412,1B2VC000,KR41B2VC0009,A010950
313,S-Oil      F 202506,1B2W6000,KR41B2W60006,A010950
314,S-Oil      F 202512,1B2WC000,KR41B2WC0008,A010950
315,고려아연   F 202309,1B3T9000,KR41B3T90007,A010130
316,고려아연   F 202310,1B3TA000,KR41B3TA0004,A010130
317,고려아연   F 202311,1B3TB000,KR41B3TB0003,A010130
318,고려아연   F 202312,1B3TC000,KR41B3TC0002,A010130
319,고려아연   F 202403,1B3V3000,KR41B3V30009,A010130
320,고려아연   F 202406,1B3V6000,KR41B3V60006,A010130
321,고려아연   F 202412,1B3VC000,KR41B3VC0008,A010130
322,고려아연   F 202506,1B3W6000,KR41B3W60004,A010130
323,고려아연   F 202512,1B3WC000,KR41B3WC0007,A010130
324,기업은행   F 202309,1B4T9000,KR41B4T90005,A024110
325,기업은행   F 202310,1B4TA000,KR41B4TA0003,A024110
326,기업은행   F 202311,1B4TB000,KR41B4TB0002,A024110
327,기업은행   F 202312,1B4TC000,KR41B4TC0001,A024110
328,기업은행   F 202403,1B4V3000,KR41B4V30007,A024110
329,기업은행   F 202406,1B4V6000,KR41B4V60004,A024110
330,기업은행   F 202412,1B4VC000,KR41B4VC0007,A024110
331,기업은행   F 202506,1B4W6000,KR41B4W60002,A024110
332,기업은행   F 202512,1B4WC000,KR41B4WC0006,A024110
333,대상       F 202309,1B6T9000,KR41B6T90000,A001680
334,대상       F 202310,1B6TA000,KR41B6TA0001,A001680
335,대상       F 202311,1B6TB000,KR41B6TB0000,A001680
336,대상       F 202312,1B6TC000,KR41B6TC0009,A001680
337,대상       F 202403,1B6V3000,KR41B6V30002,A001680
338,대상       F 202406,1B6V6000,KR41B6V60009,A001680
339,대상       F 202412,1B6VC000,KR41B6VC0005,A001680
340,대상       F 202506,1B6W6000,KR41B6W60007,A001680
341,대상       F 202512,1B6WC000,KR41B6WC0004,A001680
342,포스코인터 F 202309,1B7T9000,KR41B7T90008,A047050
343,포스코인터 F 202310,1B7TA000,KR41B7TA0000,A047050
344,포스코인터 F 202311,1B7TB000,KR41B7TB0009,A047050
345,포스코인터 F 202312,1B7TC000,KR41B7TC0008,A047050
346,포스코인터 F 202403,1B7V3000,KR41B7V30000,A047050
347,포스코인터 F 202406,1B7V6000,KR41B7V60007,A047050
348,포스코인터 F 202412,1B7VC000,KR41B7VC0004,A047050
349,포스코인터 F 202506,1B7W6000,KR41B7W60005,A047050
350,포스코인터 F 202512,1B7WC000,KR41B7WC0003,A047050
351,두산에너빌 F 202309,1B9T9000,KR41B9T90004,A034020
352,두산에너빌 F 202310,1B9TA000,KR41B9TA0008,A034020
353,두산에너빌 F 202311,1B9TB000,KR41B9TB0007,A034020
354,두산에너빌 F 202312,1B9TC000,KR41B9TC0006,A034020
355,두산에너빌 F 202403,1B9V3000,KR41B9V30006,A034020
356,두산에너빌 F 202406,1B9V6000,KR41B9V60003,A034020
357,두산에너빌 F 202412,1B9VC000,KR41B9VC0002,A034020
358,두산에너빌 F 202506,1B9W6000,KR41B9W60001,A034020
359,두산에너빌 F 202512,1B9WC000,KR41B9WC0001,A034020
360,롯데쇼핑   F 202309,1BAT9000,KR41BAT90001,A023530
361,롯데쇼핑   F 202310,1BATA000,KR41BATA0006,A023530
362,롯데쇼핑   F 202311,1BATB000,KR41BATB0005,A023530
363,롯데쇼핑   F 202312,1BATC000,KR41BATC0004,A023530
364,롯데쇼핑   F 202403,1BAV3000,KR41BAV30003,A023530
365,롯데쇼핑   F 202406,1BAV6000,KR41BAV60000,A023530
366,롯데쇼핑   F 202412,1BAVC000,KR41BAVC0000,A023530
367,롯데쇼핑   F 202506,1BAW6000,KR41BAW60008,A023530
368,롯데쇼핑   F 202512,1BAWC000,KR41BAWC0009,A023530
369,롯데케미칼 F 202309,1BBT9000,KR41BBT90009,A011170
370,롯데케미칼 F 202310,1BBTA000,KR41BBTA0005,A011170
371,롯데케미칼 F 202311,1BBTB000,KR41BBTB0004,A011170
372,롯데케미칼 F 202312,1BBTC000,KR41BBTC0003,A011170
373,롯데케미칼 F 202403,1BBV3000,KR41BBV30001,A011170
374,롯데케미칼 F 202406,1BBV6000,KR41BBV60008,A011170
375,롯데케미칼 F 202412,1BBVC000,KR41BBVC0009,A011170
376,롯데케미칼 F 202506,1BBW6000,KR41BBW60006,A011170
377,롯데케미칼 F 202512,1BBWC000,KR41BBWC0008,A011170
378,삼성생명   F 202309,1BDT9000,KR41BDT90005,A032830
379,삼성생명   F 202310,1BDTA000,KR41BDTA0003,A032830
380,삼성생명   F 202311,1BDTB000,KR41BDTB0002,A032830
381,삼성생명   F 202312,1BDTC000,KR41BDTC0001,A032830
382,삼성생명   F 202403,1BDV3000,KR41BDV30007,A032830
383,삼성생명   F 202406,1BDV6000,KR41BDV60004,A032830
384,삼성생명   F 202412,1BDVC000,KR41BDVC0007,A032830
385,삼성생명   F 202506,1BDW6000,KR41BDW60002,A032830
386,삼성생명   F 202512,1BDWC000,KR41BDWC0006,A032830
387,삼성중공업 F 202309,1BFT9000,KR41BFT90000,A010140
388,삼성중공업 F 202310,1BFTA000,KR41BFTA0001,A010140
389,삼성중공업 F 202311,1BFTB000,KR41BFTB0000,A010140
390,삼성중공업 F 202312,1BFTC000,KR41BFTC0009,A010140
391,삼성중공업 F 202403,1BFV3000,KR41BFV30002,A010140
392,삼성중공업 F 202406,1BFV6000,KR41BFV60009,A010140
393,삼성중공업 F 202412,1BFVC000,KR41BFVC0005,A010140
394,삼성중공업 F 202506,1BFW6000,KR41BFW60007,A010140
395,삼성중공업 F 202512,1BFWC000,KR41BFWC0004,A010140
396,삼성카드   F 202309,1BGT9000,KR41BGT90008,A029780
397,삼성카드   F 202310,1BGTA000,KR41BGTA0000,A029780
398,삼성카드   F 202311,1BGTB000,KR41BGTB0009,A029780
399,삼성카드   F 202312,1BGTC000,KR41BGTC0008,A029780
400,삼성카드   F 202403,1BGV3000,KR41BGV30000,A029780
401,삼성카드   F 202406,1BGV6000,KR41BGV60007,A029780
402,삼성카드   F 202412,1BGVC000,KR41BGVC0004,A029780
403,삼성카드   F 202506,1BGW6000,KR41BGW60005,A029780
404,삼성카드   F 202512,1BGWC000,KR41BGWC0003,A029780
405,한화에어로 F 202309,1BHT9000,KR41BHT90006,A012450
406,한화에어로 F 202310,1BHTA000,KR41BHTA0009,A012450
407,한화에어로 F 202311,1BHTB000,KR41BHTB0008,A012450
408,한화에어로 F 202312,1BHTC000,KR41BHTC0007,A012450
409,한화에어로 F 202403,1BHV3000,KR41BHV30008,A012450
410,한화에어로 F 202406,1BHV6000,KR41BHV60005,A012450
411,한화에어로 F 202412,1BHVC000,KR41BHVC0003,A012450
412,한화에어로 F 202506,1BHW6000,KR41BHW60003,A012450
413,한화에어로 F 202512,1BHWC000,KR41BHWC0002,A012450
414,엔씨소프트 F 202309,1BJT9000,KR41BJT90002,A036570
415,엔씨소프트 F 202310,1BJTA000,KR41BJTA0007,A036570
416,엔씨소프트 F 202311,1BJTB000,KR41BJTB0006,A036570
417,엔씨소프트 F 202312,1BJTC000,KR41BJTC0005,A036570
418,엔씨소프트 F 202403,1BJV3000,KR41BJV30004,A036570
419,엔씨소프트 F 202406,1BJV6000,KR41BJV60001,A036570
420,엔씨소프트 F 202412,1BJVC000,KR41BJVC0001,A036570
421,엔씨소프트 F 202506,1BJW6000,KR41BJW60009,A036570
422,엔씨소프트 F 202512,1BJWC000,KR41BJWC0000,A036570
423,하이트진로 F 202309,1BKT9000,KR41BKT90000,A000080
424,하이트진로 F 202310,1BKTA000,KR41BKTA0004,A000080
425,하이트진로 F 202311,1BKTB000,KR41BKTB0003,A000080
426,하이트진로 F 202312,1BKTC000,KR41BKTC0002,A000080
427,하이트진로 F 202403,1BKV3000,KR41BKV30002,A000080
428,하이트진로 F 202406,1BKV6000,KR41BKV60009,A000080
429,하이트진로 F 202412,1BKVC000,KR41BKVC0008,A000080
430,하이트진로 F 202506,1BKW6000,KR41BKW60007,A000080
431,하이트진로 F 202512,1BKWC000,KR41BKWC0007,A000080
432,한국금융지 F 202309,1BLT9000,KR41BLT90008,A071050
433,한국금융지 F 202310,1BLTA000,KR41BLTA0003,A071050
434,한국금융지 F 202311,1BLTB000,KR41BLTB0002,A071050
435,한국금융지 F 202312,1BLTC000,KR41BLTC0001,A071050
436,한국금융지 F 202403,1BLV3000,KR41BLV30000,A071050
437,한국금융지 F 202406,1BLV6000,KR41BLV60007,A071050
438,한국금융지 F 202412,1BLVC000,KR41BLVC0007,A071050
439,한국금융지 F 202506,1BLW6000,KR41BLW60005,A071050
440,한국금융지 F 202512,1BLWC000,KR41BLWC0006,A071050
441,한국항공우 F 202309,1BMT9000,KR41BMT90006,A047810
442,한국항공우 F 202310,1BMTA000,KR41BMTA0002,A047810
443,한국항공우 F 202311,1BMTB000,KR41BMTB0001,A047810
444,한국항공우 F 202312,1BMTC000,KR41BMTC0000,A047810
445,한국항공우 F 202403,1BMV3000,KR41BMV30008,A047810
446,한국항공우 F 202406,1BMV6000,KR41BMV60005,A047810
447,한국항공우 F 202412,1BMVC000,KR41BMVC0006,A047810
448,한국항공우 F 202506,1BMW6000,KR41BMW60003,A047810
449,한국항공우 F 202512,1BMWC000,KR41BMWC0005,A047810
450,현대건설   F 202309,1BNT9000,KR41BNT90004,A000720
451,현대건설   F 202310,1BNTA000,KR41BNTA0001,A000720
452,현대건설   F 202311,1BNTB000,KR41BNTB0000,A000720
453,현대건설   F 202312,1BNTC000,KR41BNTC0009,A000720
454,현대건설   F 202403,1BNV3000,KR41BNV30006,A000720
455,현대건설   F 202406,1BNV6000,KR41BNV60003,A000720
456,현대건설   F 202412,1BNVC000,KR41BNVC0005,A000720
457,현대건설   F 202506,1BNW6000,KR41BNW60001,A000720
458,현대건설   F 202512,1BNWC000,KR41BNWC0004,A000720
459,현대위아   F 202309,1BPT9000,KR41BPT90009,A011210
460,현대위아   F 202310,1BPTA000,KR41BPTA0009,A011210
461,현대위아   F 202311,1BPTB000,KR41BPTB0008,A011210
462,현대위아   F 202312,1BPTC000,KR41BPTC0007,A011210
463,현대위아   F 202403,1BPV3000,KR41BPV30001,A011210
464,현대위아   F 202406,1BPV6000,KR41BPV60008,A011210
465,현대위아   F 202412,1BPVC000,KR41BPVC0003,A011210
466,현대위아   F 202506,1BPW6000,KR41BPW60006,A011210
467,현대위아   F 202512,1BPWC000,KR41BPWC0002,A011210
468,호텔신라   F 202309,1BQT9000,KR41BQT90007,A008770
469,호텔신라   F 202310,1BQTA000,KR41BQTA0008,A008770
470,호텔신라   F 202311,1BQTB000,KR41BQTB0007,A008770
471,호텔신라   F 202312,1BQTC000,KR41BQTC0006,A008770
472,호텔신라   F 202403,1BQV3000,KR41BQV30009,A008770
473,호텔신라   F 202406,1BQV6000,KR41BQV60006,A008770
474,호텔신라   F 202412,1BQVC000,KR41BQVC0002,A008770
475,호텔신라   F 202506,1BQW6000,KR41BQW60004,A008770
476,호텔신라   F 202512,1BQWC000,KR41BQWC0001,A008770
477,강원랜드   F 202309,1BST9000,KR41BST90003,A035250
478,강원랜드   F 202310,1BSTA000,KR41BSTA0006,A035250
479,강원랜드   F 202311,1BSTB000,KR41BSTB0005,A035250
480,강원랜드   F 202312,1BSTC000,KR41BSTC0004,A035250
481,강원랜드   F 202403,1BSV3000,KR41BSV30005,A035250
482,강원랜드   F 202406,1BSV6000,KR41BSV60002,A035250
483,강원랜드   F 202412,1BSVC000,KR41BSVC0000,A035250
484,강원랜드   F 202506,1BSW6000,KR41BSW60000,A035250
485,강원랜드   F 202512,1BSWC000,KR41BSWC0009,A035250
486,BNK금융지  F 202309,1BTT9000,KR41BTT90001,A138930
487,BNK금융지  F 202310,1BTTA000,KR41BTTA0005,A138930
488,BNK금융지  F 202311,1BTTB000,KR41BTTB0004,A138930
489,BNK금융지  F 202312,1BTTC000,KR41BTTC0003,A138930
490,BNK금융지  F 202403,1BTV3000,KR41BTV30003,A138930
491,BNK금융지  F 202406,1BTV6000,KR41BTV60000,A138930
492,BNK금융지  F 202412,1BTVC000,KR41BTVC0009,A138930
493,BNK금융지  F 202506,1BTW6000,KR41BTW60008,A138930
494,BNK금융지  F 202512,1BTWC000,KR41BTWC0008,A138930
495,DGB금융지  F 202309,1BVT9000,KR41BVT90007,A139130
496,DGB금융지  F 202310,1BVTA000,KR41BVTA0001,A139130
497,DGB금융지  F 202311,1BVTB000,KR41BVTB0000,A139130
498,DGB금융지  F 202312,1BVTC000,KR41BVTC0009,A139130
499,DGB금융지  F 202403,1BVV3000,KR41BVV30009,A139130
500,DGB금융지  F 202406,1BVV6000,KR41BVV60006,A139130
501,DGB금융지  F 202412,1BVVC000,KR41BVVC0005,A139130
502,DGB금융지  F 202506,1BVW6000,KR41BVW60004,A139130
503,DGB금융지  F 202512,1BVWC000,KR41BVWC0004,A139130
